musicId,Arousal(mean),Valence(mean),Arousal(std),Valence(std)
940,0.4660795454545499,0.4760000000000101,0.174007122295826,0.170352172641847
941,0.32557954545455003,0.43745454545454976,0.15566756401637905,0.18839692942673103
943,0.3461931818181801,0.46393181818182,0.161397480345462,0.17945418826935708
945,0.5777083333333334,0.5555416666666665,0.16042952728550766,0.16636412475682896
946,0.5123659090909101,0.4914681818181799,0.1722874645285861,0.17080049426486008
948,0.5148295454545501,0.4883295454545498,0.1732329227432291,0.173797482886883
950,0.6439090909091,0.57489204545455,0.14032604491293996,0.16896439668377897
951,0.61232386363636,0.5887926136363598,0.15921585392348597,0.16706918448716546
952,0.54148863636365,0.5225757575757668,0.15013273254364423,0.1688314046799667
953,0.44364772727275004,0.4557045454545499,0.1708657053574139,0.17020544679324498
957,0.66595454545455,0.6130833333333333,0.14415716044390023,0.16553345812429895
958,0.7319000000000001,0.7042727272727195,0.13579087709420573,0.16030774366199668
959,0.7008124999999995,0.6645624999999997,0.143464039228172,0.15277524577663196
962,0.6820011363636403,0.5835022727272703,0.14959506366159897,0.17436475751552094
964,0.5624659090909101,0.53014772727274,0.167186594295007,0.16536845250828694
965,0.5110000000000001,0.4573096590909096,0.18035734995408245,0.1720314642217125
966,0.54906818181818,0.45953409090909,0.17755350268015094,0.180594900661088
967,0.54906818181818,0.45953409090909,0.17755350268015094,0.180594900661088
968,0.5592500000000098,0.5172954545454598,0.16373517461172102,0.16619634536295702
969,0.47660227272727984,0.46275000000000005,0.165833924077165,0.16010926079905802
970,0.6312045454545498,0.6005075757575767,0.15598434273239759,0.17451203974566504
971,0.6642499999999998,0.6252499999999998,0.14397618393819595,0.16174003773633397
973,0.6766136363636399,0.6189649621212068,0.13794550296151314,0.15493341687792195
974,0.6095909090909101,0.5707499999999999,0.15579942426504595,0.163747449723909
978,0.7582045454545504,0.7182500000000002,0.12556600762193698,0.15868315983476594
979,0.3591136363636501,0.48865909090910004,0.1587930398146389,0.18249432149662592
980,0.7088295454545499,0.6552499999999999,0.130905695643004,0.1634724675552
981,0.8112500000000099,0.7482954545454598,0.11848557626869796,0.15307945061636408
983,0.779375,0.723,0.12241463089154028,0.15459844409704668
984,0.75259375,0.6920416666666666,0.12329063248215563,0.1563951589005855
985,0.7801704545454602,0.7413636363636406,0.12629004876896097,0.1568697035307649
989,0.6160000000000102,0.5091931818181898,0.16029366118432492,0.1804334198841819
992,0.5666590909091,0.51727272727273,0.16732000084174004,0.1708288955705181
993,0.7254488636363596,0.67084375,0.13023760394039743,0.15473523130762198
996,0.8175000000000003,0.7382424242424235,0.1143144813773643,0.15728276763104632
997,0.7656988636363599,0.7093749999999999,0.12617370680125695,0.15802901420502496
999,0.8325189393939472,0.7569659090909003,0.1139935577861667,0.15529419030991165
1000,0.8016553030303067,0.6987537878787833,0.11745373728092293,0.16205333533003904
